variant,split,fold,event_date,event_name,n_features,n_rows,n_train_rows,n_train_events,n_events,runtime_seconds,mae,mse,rmse,degradation_slope_error
pca4_no_age_interactions,development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,28,1283,44534,40,1,3.487030677000007,0.8733889732455552,1.7993895548642946,1.3414132677382815,0.0903648850558701
no_circuit,development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,24,1432,45817,41,1,3.405355338999982,0.9268442879683744,1.6531460984096156,1.2857472918150035,0.0441611293150921
raw_circuit_7,development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,31,1432,45817,41,1,3.6619258489999993,0.7486725565971929,1.059358948863443,1.0292516450622962,0.04785509625194192
raw_circuit_age_interactions,development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,37,1432,45817,41,1,3.773817796000003,0.6780435226118289,0.7533320230144575,0.8679470162483753,0.03880713874239972
pca4_no_age_interactions,development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,28,1432,45817,41,1,3.5399656790000336,0.8008194114391679,1.144077633851932,1.0696156477220835,0.04549903097154816
no_circuit,development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,24,1001,47249,42,1,3.5284748709999576,2.1773358545780592,15.071150408469876,3.882157957691814,0.10802068675491398
raw_circuit_7,development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,31,1001,47249,42,1,3.71980345999998,2.094689015831495,14.219693132819083,3.7709008383699354,0.10169383175144088
raw_circuit_age_interactions,development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,37,1001,47249,42,1,3.9149745490000214,2.1048168775668183,15.12952173039601,3.8896685887612596,0.1140853393373878
pca4_no_age_interactions,development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,28,1001,47249,42,1,3.6157936189999873,2.1749235738431065,14.572564287767724,3.817402819688764,0.06681770008449799
no_circuit,development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,24,1163,48250,43,1,3.560644066000009,1.1993578913711211,8.568893075383649,2.9272671684326403,0.32623522753366124
raw_circuit_7,development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,31,1163,48250,43,1,3.8104991629999745,1.3893340241987466,8.968541068443015,2.9947522549357926,0.30264199798145125
raw_circuit_age_interactions,development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,37,1163,48250,43,1,4.011169191000022,1.3369618729809467,8.78936282202092,2.9646859567281187,0.295817713646232
pca4_no_age_interactions,development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,28,1163,48250,43,1,3.6577900389999627,1.1725935829047571,8.503568019189588,2.9160877934639737,0.29764821307374284
no_circuit,development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,24,1226,49413,44,1,3.629005529999972,1.0095698297983875,1.3523953201157541,1.1629253286930137,0.0927685536997085
raw_circuit_7,development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,31,1226,49413,44,1,3.876189912999962,1.1292544991524125,1.5832468997620606,1.2582713935244894,0.027508637331896933
raw_circuit_age_interactions,development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,37,1226,49413,44,1,4.055998887999976,1.5325830955974629,2.7473600407391707,1.657516226387896,0.004773572146263796
pca4_no_age_interactions,development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,28,1226,49413,44,1,3.78668060199999,1.4052617247504597,2.290328411770691,1.5133831014553754,0.04438372992961237
no_circuit,development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,24,1038,50639,45,1,3.66756174599999,1.1635019724387452,5.218997950871768,2.28451262873983,0.049326859162728436
raw_circuit_7,development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,31,1038,50639,45,1,3.954114414000003,1.2099142615939427,5.322742617535822,2.307106980080426,0.04919175736034534
raw_circuit_age_interactions,development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,37,1038,50639,45,1,4.111928331000001,1.2190411526163338,5.316386481231271,2.30572905633582,0.046691320931677195
pca4_no_age_interactions,development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,28,1038,50639,45,1,3.7879119140000057,1.2295286528005647,5.305648596767002,2.3033993567696855,0.03828856750187416
no_circuit,development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,24,1124,51677,46,1,3.857201895000003,2.2442116755492,22.001663997063424,4.6905931391523845,0.22025546699036236
raw_circuit_7,development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,31,1124,51677,46,1,4.084124476999989,2.114131314433169,21.40477771062715,4.626529769776387,0.22346826952475576
raw_circuit_age_interactions,development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,37,1124,51677,46,1,4.25566554400001,2.177316625331058,21.592555600140688,4.64677905652299,0.2077710859276173
pca4_no_age_interactions,development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,28,1124,51677,46,1,3.9650171640000167,2.1487656067354197,21.76933718837765,4.665762230158932,0.21993904853909738
no_circuit,development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,24,762,52801,47,1,3.8497109600000385,1.5368997652859289,3.5496443984887267,1.8840499989354653,0.07178269480747022
raw_circuit_7,development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,31,762,52801,47,1,4.114866644000017,0.7134889980837038,0.9685141073337483,0.9841311433613654,0.05990732494943083
raw_circuit_age_interactions,development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,37,762,52801,47,1,4.343201236000027,0.7319660750542862,1.0239847007566,1.0119212917794547,0.054013124314023664
pca4_no_age_interactions,development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,28,762,52801,47,1,4.009343099999967,0.7876612973495841,1.1592040953431628,1.0766634085651665,0.07563187738637424
no_circuit,development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,24,1097,53563,48,1,3.9002523139999994,2.5385392800075595,7.141087956282738,2.6722814141259033,0.046447688007113574
raw_circuit_7,development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,31,1097,53563,48,1,4.166400404000001,2.6939823503761193,7.929304623125862,2.8159020975747473,0.031111510822835975
raw_circuit_age_interactions,development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,37,1097,53563,48,1,4.382425320999914,2.6356294386031065,7.624845663907296,2.761312308288814,0.032845440434428864
pca4_no_age_interactions,development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,28,1097,53563,48,1,4.079827989000023,2.1324960660091135,5.093224454155447,2.2568173284861683,0.0274272863106013
no_circuit,development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,24,1220,54660,49,1,3.9611416999999847,1.2338069828630855,2.050876964287579,1.4320883227956225,0.010054352820867182
raw_circuit_7,development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,31,1220,54660,49,1,4.2486679910000476,1.094537244360153,1.6269391083235571,1.275515232493739,0.008666809341248385
raw_circuit_age_interactions,development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,37,1220,54660,49,1,4.503703179000013,1.0057510785326083,1.3694448579366567,1.1702328221070613,0.012545195718294053
pca4_no_age_interactions,development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,28,1220,54660,49,1,4.113085130999934,1.018293754795441,1.4932239108177654,1.2219754133442151,0.011332784373916749
no_circuit,development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,24,1433,55880,50,1,4.089377395000042,1.0733485407536427,2.843570358954249,1.6862889310418452,0.05633818715444135
raw_circuit_7,development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,31,1433,55880,50,1,4.34964804599997,1.188655182438668,3.038723605211717,1.7431935076782832,0.06957361478380432
raw_circuit_age_interactions,development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,37,1433,55880,50,1,4.580817426000067,1.07315549552066,2.782507337290288,1.6680849310782373,0.0647666640451317
pca4_no_age_interactions,development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,28,1433,55880,50,1,4.221047594000083,1.2214782232095653,3.1863240151106127,1.7850277351096293,0.06540187523611286
no_circuit,development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,24,1553,57313,51,1,4.1748941440000635,3.047558084992349,25.7092904528659,5.070432965030294,0.04091256767689356
raw_circuit_7,development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,31,1553,57313,51,1,4.431446403999985,2.568017340899173,22.393323252473788,4.7321584137129,0.05677930415805998
raw_circuit_age_interactions,development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,37,1553,57313,51,1,4.619190324000101,2.566270851154752,23.361568637253,4.833380663392136,0.08028715362262606
pca4_no_age_interactions,development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,28,1553,57313,51,1,4.351304543999959,2.7388204994860135,23.544431697779338,4.852260472993936,0.07603152018582897
no_circuit,development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,24,1130,58866,52,1,4.254814773000021,3.6108846974050124,29.7476432616012,5.454140011184275,0.2924402941481288
raw_circuit_7,development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,31,1130,58866,52,1,4.540067884999985,2.924906170947906,21.735769174824398,4.662163572293919,0.21726442178446
raw_circuit_age_interactions,development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,37,1130,58866,52,1,4.780829850000032,3.255315548232993,25.60630212087323,5.060267000947008,0.20204932471537193
pca4_no_age_interactions,development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,28,1130,58866,52,1,4.479764948000025,3.2790497985792135,26.527353417600956,5.15047118403753,0.2642933532754439
no_circuit,development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,24,1452,59996,53,1,4.361974078999992,1.3791244990594613,3.370698159755938,1.8359461211473331,0.05006642529459612
raw_circuit_7,development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,31,1452,59996,53,1,4.639675057999966,0.9397981610942661,2.1294895656562947,1.459277069530079,0.02748559896240792
raw_circuit_age_interactions,development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,37,1452,59996,53,1,4.8324258020001025,2.244726533419787,7.0077105150354,2.64720806039786,0.01879505123152148
pca4_no_age_interactions,development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,28,1452,59996,53,1,4.502804971000046,1.0838918365204373,2.5960454313852894,1.6112248233518778,0.028910985331328336
no_circuit,development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,24,1686,61448,54,1,4.42184794700006,0.7218571524757103,0.7711636362306766,0.8781592317061164,0.21828437144437554
raw_circuit_7,development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,31,1686,61448,54,1,4.794378012999914,1.022601821473721,1.3249372251853528,1.1510591753621326,0.21595404558993714
raw_circuit_age_interactions,development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,37,1686,61448,54,1,4.919083285000056,0.8892944917818253,1.0086911858877723,1.0043361916648093,0.1819803777850922
pca4_no_age_interactions,development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,28,1686,61448,54,1,4.607633665000094,0.7402801701708933,0.7574916146038596,0.8703399419789142,0.2139783885505839
no_circuit,development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,24,1039,63134,55,1,4.53494192200003,1.8093578577136042,6.9291797368042465,2.632333515496136,0.0770425237884541
raw_circuit_7,development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,31,1039,63134,55,1,4.885642534999988,2.0942457102692114,7.943239262118811,2.818375287664652,0.08395656389771015
raw_circuit_age_interactions,development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,37,1039,63134,55,1,5.122398355999962,2.316813100745332,9.635878794947047,3.1041711929188196,0.2318351714657046
pca4_no_age_interactions,development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,28,1039,63134,55,1,4.666182628999991,1.9284355765914236,7.014489417099229,2.6484881379948124,0.0888831262530271
no_circuit,development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,24,1384,64173,56,1,4.629593807999981,0.7801772835800719,0.9936959625680188,0.9968429979530472,0.01606154011768303
raw_circuit_7,development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,31,1384,64173,56,1,4.923601110999925,0.6930745545713759,0.8925418485270725,0.944744329714168,0.01129068681787324
raw_circuit_age_interactions,development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,37,1384,64173,56,1,5.171958456000084,0.6822918603377128,0.8326890676807134,0.9125179821136202,0.011035939011898635
pca4_no_age_interactions,development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,28,1384,64173,56,1,4.722799280000004,0.7118473319641632,0.8664254197035927,0.9308197568292116,0.0073103419145858365
no_circuit,development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,24,909,65557,57,1,4.588926941999944,3.8627614062357587,15.91864784207423,3.989818021172674,0.021962094054647704
raw_circuit_7,development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,31,909,65557,57,1,4.994164318999992,4.406497057543697,20.610522006562018,4.539881276703392,0.04747133225237263
raw_circuit_age_interactions,development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,37,909,65557,57,1,5.241951098999948,4.942790258403912,25.861169379631335,5.0853878298150805,0.03026175812868026
pca4_no_age_interactions,development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,28,909,65557,57,1,4.843788525000036,4.23896091512206,19.024280159179973,4.361683179597066,0.043715409432162046
no_circuit,development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,24,1655,66466,58,1,4.812967716999992,0.7407014228375407,0.9834232899265659,0.9916770088726298,0.05580488479534785
raw_circuit_7,development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,31,1655,66466,58,1,5.137935502999994,0.5808938485830064,0.770775905353022,0.8779384405258844,0.04618195969419756
raw_circuit_age_interactions,development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,37,1655,66466,58,1,5.36775904700005,0.6174350341728755,0.8547643974124083,0.9245346923790412,0.05189523913262247
pca4_no_age_interactions,development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,28,1655,66466,58,1,4.973252147000039,0.6892648966871612,0.9239561756606706,0.9612263914711615,0.05651136829050534
no_circuit,development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,24,1096,68121,59,1,4.8766838299999336,3.3247706476302064,12.879281801692002,3.5887716285230526,0.11830019238093505
raw_circuit_7,development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,31,1096,68121,59,1,5.320967436999922,3.3008652145937494,12.587449964219735,3.547879643423623,0.1221296568375974
raw_circuit_age_interactions,development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,37,1096,68121,59,1,5.5057444700000815,3.0808593301622174,11.26661466762264,3.356577820879868,0.10883186687323594
pca4_no_age_interactions,development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,28,1096,68121,59,1,5.067825742999958,3.520254916855085,14.52307200851988,3.81091485191153,0.13188771109177452
no_circuit,development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,24,978,69217,60,1,5.064280824999969,0.8485833526906515,2.158705543548205,1.4692533966434125,0.2018816581048661
raw_circuit_7,development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,31,978,69217,60,1,5.352582812999913,1.0365307402992043,2.7157975725589445,1.647967709804699,0.21515164874611822
raw_circuit_age_interactions,development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,37,978,69217,60,1,5.584450623000066,1.0725772709109436,2.847019808876937,1.6873114143147783,0.22368053076141722
pca4_no_age_interactions,development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,28,978,69217,60,1,5.125540612999998,1.0753665684494287,2.776775245138589,1.6663658797330763,0.2084838890675611
no_circuit,development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,24,1262,70195,61,1,5.060655593999968,1.3700223082404117,3.0418374826507852,1.7440864321044371,0.037156143017681886
raw_circuit_7,development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,31,1262,70195,61,1,5.421667283000033,2.0876429914084507,5.683342503879457,2.3839761961646047,0.053618663008202304
raw_circuit_age_interactions,development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,37,1262,70195,61,1,5.686842927000043,2.0411267057389306,5.855263551917447,2.4197651852850197,0.053091880897364385
pca4_no_age_interactions,development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,28,1262,70195,61,1,5.314209168000048,1.9477377675295722,5.4471236284029905,2.3339073735696947,0.057222228346119425
no_circuit,development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,24,1241,71457,62,1,5.247458896000012,1.4182215802644833,2.5336924906019354,1.5917576733290577,0.428295420900949
raw_circuit_7,development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,31,1241,71457,62,1,5.5796721670000125,2.1541261721879184,5.336186465137307,2.310018715321871,0.4130446002175387
raw_circuit_age_interactions,development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,37,1241,71457,62,1,5.817858502999911,2.430498742199048,6.592049306484814,2.5674986478058393,0.3988877452452586
pca4_no_age_interactions,development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,28,1241,71457,62,1,5.387255870999979,1.4588208919568306,2.7722070937210845,1.6649946227303811,0.4362249638496169
no_circuit,development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,24,1067,72698,63,1,5.243185941999968,1.98225697228537,7.043064951355622,2.6538773429372395,0.5680642078235368
raw_circuit_7,development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,31,1067,72698,63,1,5.6532686369999965,1.7741267792134356,6.26799870057341,2.5035971522138722,0.5925119176437089
raw_circuit_age_interactions,development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,37,1067,72698,63,1,5.829340937999973,2.338375521416335,9.091463270637693,3.0152053446884333,0.580147928987626
pca4_no_age_interactions,development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,28,1067,72698,63,1,5.470734816000004,1.540623069522282,5.569876623630828,2.3600586059737645,0.574188849528169
no_circuit,development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,24,1146,73765,64,1,5.384435076000045,6.624175478253898,49.27486761450744,7.019605944389432,0.021279664120991755
raw_circuit_7,development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,31,1146,73765,64,1,5.656483544000025,4.206182547722355,19.085952190089973,4.368747210595959,0.014395173954096108
raw_circuit_age_interactions,development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,37,1146,73765,64,1,5.915731912999945,2.354323935283847,7.575408343948604,2.752345970976142,0.011453929382058498
pca4_no_age_interactions,development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,28,1146,73765,64,1,5.5452292310000075,4.1081275408903295,18.108147028967593,4.2553668501044175,0.024262608180034225
no_circuit,development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,24,1035,74911,65,1,5.470667817000049,1.6520404095315975,13.57243036233096,3.684077952803247,0.1665847315540319
raw_circuit_7,development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,31,1035,74911,65,1,5.7704993689999355,1.5633139828159117,13.428070306025944,3.6644331493460136,0.13331515247247008
raw_circuit_age_interactions,development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,37,1035,74911,65,1,6.070684581000023,1.551016100865958,13.353791750284213,3.65428402704062,0.1257693256304817
pca4_no_age_interactions,development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,28,1035,74911,65,1,5.660132322999971,1.5563484589682866,13.264988522646973,3.642113194650459,0.10828912727231281
no_circuit,development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,24,1019,75946,66,1,5.517742447000046,2.9690092541236943,9.857691446020912,3.139696075422096,0.07431514083100615
raw_circuit_7,development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,31,1019,75946,66,1,5.906873155000085,3.1818108154889404,11.049918865018006,3.3241418238423592,0.05986490116706868
raw_circuit_age_interactions,development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,37,1019,75946,66,1,6.164423136999972,3.1046858138829925,10.440593105924215,3.231190663814844,0.05840609962937752
pca4_no_age_interactions,development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,28,1019,75946,66,1,5.7282731839999315,2.8279191645461927,8.867668156205646,2.97786301837503,0.057249419710211975
no_circuit,development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,24,1062,76965,67,1,5.5795865850000155,1.1249318396623644,1.9042148823925802,1.3799329267731024,0.06842799260214971
raw_circuit_7,development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,31,1062,76965,67,1,5.891651978000027,1.3087379484116966,2.316003914047573,1.5218422763373256,0.04438165108093018
raw_circuit_age_interactions,development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,37,1062,76965,67,1,6.20540110200011,1.173680762882604,1.9375444423393486,1.3919570547755231,0.05493765202122724
pca4_no_age_interactions,development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,28,1062,76965,67,1,5.813745562000008,1.1918434084253093,1.9892971577283256,1.4104244601283422,0.03884224653182453
no_circuit,frozen_2025,2025-03-16::Australian Grand Prix,2025-03-16,Australian Grand Prix,24,766,78027,68,1,0.0,2.106312852195719,8.619522264412563,2.935902291359943,0.11139163275977604
no_circuit,frozen_2025,2025-03-23::Chinese Grand Prix,2025-03-23,Chinese Grand Prix,24,1300,78027,68,1,0.0,2.5457945029767575,7.422954825107473,2.7245100156005067,0.07621912412209067
no_circuit,frozen_2025,2025-04-06::Japanese Grand Prix,2025-04-06,Japanese Grand Prix,24,1003,78027,68,1,0.0,4.800970321186915,23.742609967529553,4.872638912081373,0.04142443870126979
no_circuit,frozen_2025,2025-04-13::Bahrain Grand Prix,2025-04-13,Bahrain Grand Prix,24,1161,78027,68,1,0.0,0.9964562359421708,1.5454659357294283,1.24316770217434,0.02278549933322627
no_circuit,frozen_2025,2025-04-20::Saudi Arabian Grand Prix,2025-04-20,Saudi Arabian Grand Prix,24,866,78027,68,1,0.0,0.6963503754023159,1.0138399497517612,1.0068961961154492,0.2901066836370491
no_circuit,frozen_2025,2025-05-04::Miami Grand Prix,2025-05-04,Miami Grand Prix,24,625,78027,68,1,0.0,1.8130107732090803,4.7364416112040795,2.1763367412245924,0.028258961574225083
no_circuit,frozen_2025,2025-05-18::Emilia Romagna Grand Prix,2025-05-18,Emilia Romagna Grand Prix,24,1108,78027,68,1,0.0,0.7480810832908721,1.4510221969072796,1.2045838272645368,0.20815258004389844
no_circuit,frozen_2025,2025-05-25::Monaco Grand Prix,2025-05-25,Monaco Grand Prix,24,1400,78027,68,1,0.0,1.7370519171081904,7.309772163479324,2.7036590324002256,0.01515906380362679
no_circuit,frozen_2025,2025-06-01::Spanish Grand Prix,2025-06-01,Spanish Grand Prix,24,1234,78027,68,1,0.0,1.0503825836396752,2.325212414218008,1.5248647199728926,0.15288944434778304
no_circuit,frozen_2025,2025-06-15::Canadian Grand Prix,2025-06-15,Canadian Grand Prix,24,1462,78027,68,1,0.0,1.7475086255319319,6.788728583230016,2.6055188702502265,0.04535171189597383
no_circuit,frozen_2025,2025-06-29::Austrian Grand Prix,2025-06-29,Austrian Grand Prix,24,1280,78027,68,1,0.0,1.2257911475534748,2.4015300881218278,1.549687093616588,0.01940584984898767
no_circuit,frozen_2025,2025-07-06::British Grand Prix,2025-07-06,British Grand Prix,24,580,78027,68,1,0.0,1.6367373185219447,4.63294959391169,2.1524287662804755,0.19449929206705407
no_circuit,frozen_2025,2025-07-27::Belgian Grand Prix,2025-07-27,Belgian Grand Prix,24,943,78027,68,1,0.0,4.969127938883449,26.728600246034134,5.169971010173474,0.19193230122491817
no_circuit,frozen_2025,2025-08-03::Hungarian Grand Prix,2025-08-03,Hungarian Grand Prix,24,1489,78027,68,1,0.0,1.9777505133119462,5.007595171940128,2.2377656651088667,0.0402944152287206
no_circuit,frozen_2025,2025-08-31::Dutch Grand Prix,2025-08-31,Dutch Grand Prix,24,1169,78027,68,1,0.0,1.5205856716211252,13.60641513379668,3.6886874540677312,0.05713714557365337
no_circuit,frozen_2025,2025-09-07::Italian Grand Prix,2025-09-07,Italian Grand Prix,24,1092,78027,68,1,0.0,3.474465635966493,13.265101649673179,3.6421287250278755,0.02322591129135389
no_circuit,frozen_2025,2025-09-21::Azerbaijan Grand Prix,2025-09-21,Azerbaijan Grand Prix,24,849,78027,68,1,0.0,0.7511041620835612,1.0641019352669112,1.0315531664761206,0.08084799648096451
no_circuit,frozen_2025,2025-10-05::Singapore Grand Prix,2025-10-05,Singapore Grand Prix,24,1178,78027,68,1,0.0,3.500523363767365,33.90609903567572,5.822894386443543,0.06459353299040423
no_circuit,frozen_2025,2025-10-19::United States Grand Prix,2025-10-19,United States Grand Prix,24,1095,78027,68,1,0.0,1.1180351782891562,1.8187197447998766,1.3485991787035452,0.015749702019033338
no_circuit,frozen_2025,2025-10-26::Mexico City Grand Prix,2025-10-26,Mexico City Grand Prix,24,1374,78027,68,1,0.0,1.7672599133688731,4.072378013999778,2.0180133830080953,0.024732645975957385
no_circuit,frozen_2025,2025-11-09::São Paulo Grand Prix,2025-11-09,São Paulo Grand Prix,24,1369,78027,68,1,0.0,2.2975052449334523,5.799350368962098,2.4081840396784666,0.03401624910492645
no_circuit,frozen_2025,2025-11-22::Las Vegas Grand Prix,2025-11-22,Las Vegas Grand Prix,24,876,78027,68,1,0.0,3.4504124124139346,41.88903668592733,6.472174030874582,0.2436750566372902
no_circuit,frozen_2025,2025-11-30::Qatar Grand Prix,2025-11-30,Qatar Grand Prix,24,1273,78027,68,1,0.0,1.938488904331681,4.514702547124441,2.124782941178802,0.037557680933690114
no_circuit,frozen_2025,2025-12-07::Abu Dhabi Grand Prix,2025-12-07,Abu Dhabi Grand Prix,24,1338,78027,68,1,0.0,0.9037938354892346,3.0452858951870057,1.7450747534667406,0.04929744040455622
raw_circuit_7,frozen_2025,2025-03-16::Australian Grand Prix,2025-03-16,Australian Grand Prix,31,766,78027,68,1,0.0,1.9536928095480455,7.843926964953772,2.800701155952518,0.10170965461672063
